fund_name,general_partner,vintage_year,asset_class,sub_strategy,pension_fund_count,pension_funds,total_commitment_mm,avg_net_irr,avg_net_multiple
Thoma Bravo Fund XIII,Thoma Bravo,2019,Private Equity,Buyout,1,CalSTRS,300.00,0.2262,1.9767
Thoma Bravo Fund XIV,Thoma Bravo,2021,Private Equity,Buyout,5,"CalPERS,CalSTRS,WSIB,Oregon,NY Common",2150.00,0.0622,1.2086
Thoma Bravo Fund XV,Thoma Bravo,2022,Private Equity,Buyout,5,"CalPERS,CalSTRS,WSIB,Oregon,NY Common",1898.29,0.1414,1.3290
Thoma Bravo Fund XVI,Thoma Bravo,2025,Private Equity,Buyout,3,"CalSTRS,WSIB,Oregon",900.00,0.0000,
Thoma Bravo Growth Fund,Thoma Bravo,2022,Private Equity,Growth Equity,1,NY Common,200.00,,0.8210
Thoma Bravo Special Opportunities Fund II,Thoma Bravo,2015,Private Equity,Opportunistic,1,CalSTRS,35.00,0.1594,2.5089
Thoma Bravo Special Opps Fund I,Thoma Bravo,2013,Private Equity,Buyout,1,CalSTRS,31.40,0.3407,3.9751
Thoma Bravo XIII,Thoma Bravo,2018,Private Equity,Buyout,1,NY Common,800.00,,1.9184
Thoma Cressey Fund VII,Thoma Cressey,2001,Private Equity,,1,CalSTRS,100.00,0.2402,2.1287
Thomas H. Lee Equity Fund VI,Thomas H. Lee,2006,Private Equity,Buyout,1,CalPERS,240.00,0.0700,1.3807
Thomas Weisel Capital Partners,Thomas Weisel,1999,Private Equity,,1,Oregon,100.00,-0.0980,0.5900
Three Pillars Flex Opportunities Fund,Three Pillars Flex,2023,Private Equity,Opportunistic,1,CalPERS,500.00,,2.0106
Three Pillars Secondaries Fund,Three Pillars Secondaries,2024,Private Equity,Secondaries,1,CalPERS,750.00,,1.7525
Thrive Capital Partners IX Growth,Thrive Capital Partners Growth,2024,Private Equity,Growth Equity,1,CalPERS,365.74,,1.2071
Thrive Capital Partners Opportunity Fund,Thrive Capital Partners Opportunity,2024,Private Equity,Opportunistic,1,CalPERS,179.00,,1.2918
Thrive Capital Partners VIII Growth,Thrive Capital Partners Growth,2023,Private Equity,Growth Equity,1,CalPERS,300.00,,1.6494
Tiger Global PIP XV,Tiger Global,2021,Private Equity,,1,CalSTRS,100.00,-0.0761,0.7772
Tiger Global PIP XVI,Tiger Global,2023,Private Equity,,1,CalSTRS,50.00,0.0564,1.0550
Tiger Global Private Investment Partners XV,Tiger Global,2022,Private Equity,,1,CalPERS,300.00,-0.0971,0.7481
Tiger Iron Redwood Fund,Tiger Iron Redwood,2021,Private Equity,,1,CalSTRS,200.00,0.0876,1.2006
Tiger Iron Redwood Fund II,Tiger Iron Redwood,2023,Private Equity,,1,CalSTRS,250.00,0.1045,1.0573
Timber Coast Private Opportunities,Timber Coast Private,2023,Real Assets,Natural Resources,1,CalPERS,300.00,,1.1265
Top Castle Sidecar VII,Top Castle Sidecar,2020,Private Equity,,1,CalPERS,500.00,0.2630,1.6741
TowerBrook Delta (Onshore),TowerBrook,2023,Private Equity,Buyout,1,WSIB,100.00,-0.0204,1.0000
TowerBrook Investors IV (Onshore),TowerBrook,2013,Private Equity,Buyout,1,CalPERS,380.00,0.1730,2.0456
TowerBrook Investors VI,TowerBrook,2023,Private Equity,Buyout,1,WSIB,450.00,0.1208,1.1000
Towerbrook Investors IV,TowerBrook,2013,Private Equity,Buyout,1,WSIB,200.00,0.1723,2.0000
Towerbrook Investors V,TowerBrook,2020,Private Equity,Buyout,2,"WSIB,NY Common",850.00,0.1623,1.4697
Towerbrook Investors V (Onshore),TowerBrook,2019,Private Equity,Buyout,1,CalPERS,400.00,0.1500,1.5134
Towerbrook Investors VI (Onshore),TowerBrook,2024,Private Equity,Buyout,2,"CalPERS,NY Common",400.00,,0.8636
Towerbrook Structured Opportunities Fund (Onshore),TowerBrook,2016,Private Equity,Opportunistic,1,CalPERS,221.79,0.0710,1.2662
Towerbrook Structured Opportunities Fund II (Onshore),TowerBrook,2019,Private Equity,Opportunistic,1,CalPERS,250.00,0.1410,1.3606
Triangle Investment Opportunities,Triangle Investment,2023,Private Equity,Opportunistic,1,CalPERS,1000.00,,1.6988
Triangle Investment Opportunities II,Triangle Investment,2024,Private Equity,Opportunistic,1,CalPERS,1000.00,,1.0137
Tribeca Access Fund,Tribeca Access,2018,Private Equity,,1,NY Common,30.00,,3.4364
Tribeca Access Fund II,Tribeca Access,2023,Private Equity,,1,NY Common,30.00,,0.9590
Tribeca Prime Fund New York,Tribeca Prime Fund New York,2006,Private Equity,,1,NY Common,50.00,,0.4060
Tribeca Venture Fund I (NY),Tribeca Venture,2013,Private Equity,Venture Capital,1,NY Common,20.00,,2.2394
Tribeca Venture Fund II (NY),Tribeca Venture,2015,Private Equity,Venture Capital,1,NY Common,50.00,,2.7689
Trident IX,Trident,2022,Private Equity,,3,"CalPERS,CalSTRS,WSIB",1100.00,0.1746,1.2909
Trident VI,Trident,2014,Private Equity,,1,CalPERS,250.00,0.2210,2.7704
Trident VII,Trident,2017,Private Equity,,3,"CalPERS,CalSTRS,WSIB",670.00,0.1867,2.2222
Trident VIII,Trident,2020,Private Equity,,3,"CalPERS,CalSTRS,WSIB",950.00,0.1292,1.5832
Trident X,Trident,2025,Private Equity,,2,"CalSTRS,WSIB",500.00,0.0000,
Trillium Lakefront Partners III NY,Trillium Lakefront Partners NY,2004,Private Equity,,1,NY Common,25.00,,0.8096
Triton Fund II,Triton,2006,Private Equity,Buyout,1,CalSTRS,58.69,0.1857,2.2906
Triton Fund III,Triton,2009,Private Equity,Buyout,1,WSIB,192.84,0.1015,1.5000
Triton Fund IV,Triton,2013,Private Equity,Buyout,3,"CalPERS,CalSTRS,WSIB",412.49,0.1047,1.6891
Triton Fund V,Triton,2019,Private Equity,Buyout,3,"CalPERS,CalSTRS,WSIB",688.45,0.1467,1.5136
U.S. Venture Partners V,U.S.,1996,Private Equity,Venture Capital,1,WSIB,10.00,0.2623,2.3000
U.S. Venture Partners VI,U.S.,1999,Private Equity,Venture Capital,1,WSIB,15.50,0.0434,1.2000
U.S. Venture Partners VII,U.S.,2000,Private Equity,Venture Capital,1,WSIB,39.42,-0.0253,0.7000
U.S. Venture Partners VIII,U.S.,2001,Private Equity,Venture Capital,1,WSIB,54.00,0.0349,1.3000
USV 2016,USV,2016,Private Equity,,1,Oregon,19.00,0.4890,7.7900
USV 2019,USV,2019,Private Equity,,1,Oregon,15.00,0.3370,2.9700
USV 2021,USV,2021,Private Equity,,1,Oregon,15.00,-0.0740,0.7800
USV 2022,USV,2022,Private Equity,,1,Oregon,15.00,0.0600,1.1200
USV 2024,USV,2024,Private Equity,,1,Oregon,13.00,,1.0400
USV Climate 2021,USV Climate,2020,Private Equity,,1,Oregon,15.00,0.0570,1.1800
USV Climate 2022,USV Climate,2022,Private Equity,,1,Oregon,15.00,,0.8100
USV Opportunity 2019,USV Opportunity,2019,Private Equity,Opportunistic,1,Oregon,18.80,-0.0280,0.8800
USV Opportunity 2022,USV Opportunity,2022,Private Equity,Opportunistic,1,Oregon,18.80,0.2250,1.5300
Union Square Ventures 2004,Union Square,2004,Private Equity,Venture Capital,1,Oregon,25.00,0.6690,13.8200
Union Square Ventures 2008,Union Square,2008,Private Equity,Venture Capital,1,Oregon,25.00,0.2080,4.3500
Union Square Ventures 2012,Union Square,2011,Private Equity,Venture Capital,1,Oregon,23.40,0.5350,23.7800
Union Square Ventures 2014,Union Square,2014,Private Equity,Venture Capital,1,Oregon,17.40,0.2270,4.1200
Union Square Ventures Opportunity 2014,Union Square Ventures Opportunity,2014,Private Equity,Venture Capital,1,Oregon,13.70,0.3920,6.1100
Union Square Ventures Opportunity Fund,Union Square Ventures Opportunity,2010,Private Equity,Venture Capital,1,Oregon,18.30,0.5840,3.5800
VIP III,VIP,2017,Private Equity,,1,CalSTRS,179.01,0.2157,2.2367
VIP IV,VIP,2020,Private Equity,,2,"CalPERS,CalSTRS",537.60,0.1032,1.3099
VIP V,VIP,2023,Private Equity,,1,CalSTRS,176.08,-0.0412,0.9679
VIP V S.C.Sp.,VIP S.C.Sp.,2023,Private Equity,,1,CalPERS,324.28,,0.8816
Valor Equity Partners IV,Valor,2017,Private Equity,,2,"CalPERS,CalSTRS",115.00,0.2040,3.1401
Valor Equity Partners V,Valor,2021,Private Equity,,1,CalSTRS,40.00,0.1802,1.8637
Valor Equity Partners VI,Valor,2023,Private Equity,,2,"CalPERS,CalSTRS",340.00,0.3402,1.4642
VantagePoint Venture Partners 2006 (Q),VantagePoint,2006,Private Equity,Venture Capital,1,CalSTRS,100.00,-0.0781,0.3986
VantagePoint Venture Partners IV,VantagePoint,2000,Private Equity,Venture Capital,1,CalSTRS,150.00,-0.0054,0.9601
Varde Select Fund,Varde Select,1998,Private Equity,,1,WSIB,16.00,0.0602,1.3000
Vector Capital IV,Vector,2007,Private Equity,,1,Oregon,50.00,0.1440,2.0500
Ventech Partners,Ventech,1983,Private Equity,,1,WSIB,3.33,0.0823,1.5000
Verdane Edda III (D1) AB,Verdane Edda AB,2024,Private Equity,,1,CalPERS,108.00,,1.1390
Veritas Capital Fund IV,Veritas Capital,2010,Private Equity,Buyout,1,Oregon,100.00,0.1880,2.4600
Veritas Capital Fund V,Veritas Capital,2015,Private Equity,Buyout,1,Oregon,150.00,0.1720,2.5500
Veritas Capital Fund VI,Veritas Capital,2017,Private Equity,Buyout,1,Oregon,225.00,0.3500,2.8700
Veritas Capital Fund VII,Veritas Capital,2020,Private Equity,Buyout,1,Oregon,250.00,0.0790,1.3700
Vertu Partners Fund I,Vertu Partners,2022,Private Equity,,1,NY Common,147.04,,0.9567
Vestar Capital Partners III,Vestar Capital,1997,Private Equity,Buyout,2,"WSIB,Oregon",45.00,0.0260,1.1200
Vestar Capital Partners IV,Vestar Capital,1999,Private Equity,Buyout,2,"WSIB,Oregon",155.00,0.1342,1.7800
Vestar Capital Partners V,Vestar Capital,2005,Private Equity,Buyout,3,"CalSTRS,WSIB,Oregon",350.00,0.0389,1.3113
Vestar Capital Partners VI,Vestar Capital,2012,Private Equity,Buyout,2,"WSIB,Oregon",233.64,0.2672,1.9050
Vestar Capital Partners VII,Vestar Capital,2018,Private Equity,Buyout,1,WSIB,200.00,0.0767,1.2000
Vicente Capital Partners Growth Equity Fund,Vicente,2007,Private Equity,Growth Equity,1,CalPERS,40.42,0.0570,1.3959
Vista Co-Invest Fund 2018-2,Vista Co-Invest Fund 2018-2,2019,Private Equity,Co-Investment,1,NY Common,1000.00,,1.0284
Vista Credit Opportunities Fund II,Vista Credit,2016,Private Credit,Credit,1,NY Common,400.00,,1.1346
Vista Credit Partners III,Vista,2020,Private Credit,Credit,1,NY Common,1000.00,,1.2186
Vista Equity Endeavor II,Vista Equity,2019,Private Equity,Buyout,1,CalSTRS,30.00,0.0800,1.2290
Vista Equity Partners Fund III,Vista Equity,2007,Private Equity,Buyout,2,"Oregon,NY Common",300.00,0.2940,2.2748
Vista Equity Partners Fund IV,Vista Equity,2011,Private Equity,Buyout,2,"Oregon,NY Common",700.00,0.1310,1.9674
Vista Equity Partners Fund V,Vista Equity,2014,Private Equity,Buyout,2,"Oregon,NY Common",1000.00,0.1600,2.1999
Vista Equity Partners Fund VI,Vista Equity,2016,Private Equity,Buyout,2,"Oregon,NY Common",1500.00,0.1550,2.0410
Vista Equity Partners Fund VII,Vista Equity,2018,Private Equity,Buyout,2,"Oregon,NY Common",2000.00,0.0490,1.2266
Vista Equity Partners Fund VII-Z,Vista Equity,2019,Private Equity,Buyout,1,CalPERS,400.00,0.0470,1.1995
Vista Equity Partners Fund VIII,Vista Equity,2022,Private Equity,Buyout,2,"Oregon,NY Common",1050.00,,1.2051
Vista Equity Partners Perennial,Vista Equity,2018,Private Equity,Buyout,1,NY Common,1000.00,,1.4506
Vista Foundation Fund I,Vista Foundation,2010,Private Equity,,1,NY Common,100.00,,3.0621
Vista Foundation Fund II,Vista Foundation,2013,Private Equity,,2,"Oregon,NY Common",225.00,0.1330,1.9053
Vista Foundation Fund III,Vista Foundation,2016,Private Equity,,2,"Oregon,NY Common",1000.00,0.1830,1.9236
Vista Foundation Fund IV,Vista Foundation,2020,Private Equity,,2,"CalSTRS,NY Common",500.00,0.0230,1.0499
Vista Opportunistic Credit Fund I,Vista Opportunistic,2017,Private Credit,Credit,1,NY Common,400.00,,1.3296
Vistria Fund V,Vistria,2024,Private Equity,,2,"CalSTRS,NY Common",300.00,-0.1103,0.9192
Vistria SMA-NYCRF Co-Invest,Vistria SMA-NYCRF,2023,Private Equity,Co-Investment,1,NY Common,100.00,,0.9961
Vitruvian Investment Partnership IV,Vitruvian Investment Partnership,2020,Private Equity,,1,Oregon,165.50,0.1090,1.3700
Vitruvian Investment Partnership V,Vitruvian Investment Partnership,2022,Private Equity,,1,Oregon,224.20,,0.9700
Vivo Capital Fund IX,Vivo,2018,Private Equity,,1,CalSTRS,100.00,0.1879,1.7305
Vivo Capital Fund VIII,Vivo,2015,Private Equity,,1,CalSTRS,40.00,0.1495,1.9646
Vivo Capital Surplus Fund VIII,Vivo Capital Surplus,2015,Private Equity,,1,CalSTRS,6.00,0.1587,2.0054
WCAS Capital Partners III,WCAS,1997,Private Equity,,1,WSIB,100.00,0.1302,1.7000
WCAS XIII,WCAS,2019,Private Equity,,2,"CalPERS,CalSTRS",650.00,0.1736,1.6311
WCAS XIV,WCAS,2022,Private Equity,,2,"CalPERS,CalSTRS",600.00,0.0150,1.0232
WLR Recovery Fund V,WLR Recovery,2010,Private Equity,Distressed/Special Situations,1,Oregon,100.00,0.0460,1.2700
Warburg Pincus China,Warburg Pincus,2016,Private Equity,Growth Equity,1,WSIB,190.00,0.0479,1.3000
Warburg Pincus China-Southeast Asia II,Warburg Pincus,2019,Private Equity,Growth Equity,2,"WSIB,NY Common",670.00,0.0332,1.0837
Warburg Pincus Energy,Warburg Pincus,2014,Private Equity,Energy,2,"WSIB,NY Common",600.00,0.0482,1.2457
Warburg Pincus Equity Partners,Warburg Pincus,1998,Private Equity,Growth Equity,2,"WSIB,NY Common",650.00,0.1030,1.6794
Warburg Pincus Financial Sector,Warburg Pincus,2018,Private Equity,Growth Equity,2,"WSIB,NY Common",400.00,0.1779,1.9331
Warburg Pincus Financial Sector II,Warburg Pincus,2021,Private Equity,Growth Equity,2,"WSIB,NY Common",500.00,0.2273,1.5151
Warburg Pincus Global Growth,Warburg Pincus,2019,Private Equity,Growth Equity,1,WSIB,750.00,0.1486,1.8000
Warburg Pincus Global Growth 14,Warburg Pincus,2022,Private Equity,Growth Equity,1,WSIB,600.00,0.1985,1.3000
Warburg Pincus International Partners,Warburg Pincus,2000,Private Equity,Growth Equity,1,WSIB,100.00,0.1047,1.8000
"Warburg Pincus International Partners, L.P. - WSIB Secondary",Warburg Pincus,2005,Private Equity,Secondaries,1,WSIB,10.00,0.2991,2.6000
Warburg Pincus Jovian FS,Warburg Pincus,2024,Private Equity,Growth Equity,1,NY Common,15.21,,2.3280
Warburg Pincus Private Equity IX,Warburg Pincus,2005,Private Equity,Growth Equity,3,"WSIB,Oregon,NY Common",1500.00,0.0960,1.7175
Warburg Pincus Private Equity VIII,Warburg Pincus,2001,Private Equity,Growth Equity,1,WSIB,300.00,0.1450,2.2000
Warburg Pincus Private Equity X,Warburg Pincus,2007,Private Equity,Growth Equity,3,"WSIB,Oregon,NY Common",1850.00,0.0922,1.7596
Warburg Pincus Private Equity XI,Warburg Pincus,2012,Private Equity,Growth Equity,2,"WSIB,NY Common",950.00,0.1165,1.6700
Warburg Pincus Private Equity XII,Warburg Pincus,2015,Private Equity,Growth Equity,2,"WSIB,NY Common",1190.00,0.1597,2.0170
Warburg Pincus Ventures,Warburg Pincus,1994,Private Equity,Venture Capital,1,WSIB,100.00,0.4821,5.1000
Wellspring Capital Partners II,Wellspring Capital,1998,Private Equity,Buyout,1,Oregon,50.00,0.2000,1.4700
Wellspring Capital Partners III,Wellspring Capital,2002,Private Equity,Buyout,1,Oregon,75.00,0.2610,2.0700
Wellspring Capital Partners IV,Wellspring Capital,2006,Private Equity,Buyout,1,Oregon,80.00,0.0790,1.5300
Wellspring Capital Partners V,Wellspring Capital,2011,Private Equity,Buyout,1,Oregon,100.00,0.1530,1.7000
Wellspring Capital Partners VI,Wellspring Capital,2018,Private Equity,Buyout,1,WSIB,200.00,0.1315,1.6000
"Welsh, Carson, Anderson & Stowe IX","Welsh, Carson, Anderson & Stowe",2000,Private Equity,,1,WSIB,300.00,0.1119,1.7000
"Welsh, Carson, Anderson & Stowe VII","Welsh, Carson, Anderson & Stowe",1995,Private Equity,,1,WSIB,40.00,0.1770,2.2000
"Welsh, Carson, Anderson & Stowe VIII","Welsh, Carson, Anderson & Stowe",1998,Private Equity,,1,WSIB,150.00,0.0312,1.3000
"Welsh, Carson, Anderson & Stowe XI","Welsh, Carson, Anderson & Stowe",2009,Private Equity,,2,"CalPERS,CalSTRS",375.00,0.1147,1.6608
"Welsh, Carson, Anderson & Stowe XII","Welsh, Carson, Anderson & Stowe",2015,Private Equity,,2,"CalPERS,CalSTRS",500.00,0.2479,2.4916
Wheatley New York Partners,Wheatley New York,2002,Private Equity,,1,NY Common,100.00,,1.2765
Whitney Global Partners,Whitney Global,2021,Private Equity,,1,CalPERS,805.44,0.0701,1.1602
Whitney Global Partners II,Whitney Global,2024,Private Equity,,1,CalPERS,270.50,,1.0711
Wigeavenmore Co-Investment,Wigeavenmore,2024,Private Equity,Co-Investment,1,CalPERS,286.86,,1.3475
Wigmore Street (BDC III),Wigmore Street,2017,Private Equity,,1,CalPERS,32.75,0.3480,3.2450
Wigmore Street BDC IV Co-Investment No.1,Wigmore Street BDC Co-Investment No.1,2021,Private Equity,Co-Investment,1,CalPERS,50.29,0.0581,1.0983
Wigmore Street BDC IV Co-Investment No.2,Wigmore Street BDC Co-Investment No.2,2020,Private Equity,Co-Investment,1,NY Common,95.83,,1.1087
Wigmore Street Co-Investment No. 3,Wigmore Street Co-Investment No.,2015,Private Equity,Co-Investment,1,NY Common,108.06,,2.4850
Wigmore Street Co-investment No. 1,Wigmore Street Co-investment No.,2016,Private Equity,Co-Investment,1,CalPERS,99.38,0.2130,2.1225
Wigmore Street VI Co-Investment No. 1,Wigmore Street Co-Investment No.,2019,Private Equity,Co-Investment,1,CalPERS,98.92,0.1590,1.8580
Wigmore Street VI Co-Investment No. 3,Wigmore Street Co-Investment No.,2018,Private Equity,Co-Investment,1,NY Common,135.08,,1.7127
Yucaipa American Alliance Fund II,Yucaipa American Alliance,2008,Private Equity,,1,CalPERS,400.00,0.0740,1.6579
Yucaipa Corporate Initiatives Fund,Yucaipa Corporate Initiatives,2003,Private Equity,,1,CalSTRS,150.00,-0.0377,0.6273
Yucaipa Corporate Initiatives Fund I,Yucaipa Corporate Initiatives,2001,Private Equity,,2,"CalPERS,NY Common",600.00,-0.0370,0.7622
Yucaipa Corporate Initiatives Fund II,Yucaipa Corporate Initiatives,2008,Private Equity,,2,"CalPERS,CalSTRS",143.54,-0.0131,0.9049
Zell-Chilmark Fund,Zell-Chilmark,1990,Private Equity,,1,Oregon,25.00,0.1790,2.1900
